INDEX,TEXT ,STYLE TEXT
31,"До ХХ века философы, рассуждая о разуме и интеллекте, чаще всего рассматривали тело только в качестве посредника для исполнения мыслительных процессов, лишенного собственной значимости. В прошлом веке философия наконец обратилась к телу и стала анализировать воплощенный опыт. Медиатеория подхватила это веяние и привнесла в изучение телесности собственные идеи. Так, Юджин Такер отталкивается от биомедицинских исследований тела, генетических и биотехнологических разработок, чтобы показать, что тело, которое представляется нам несомненной изначальной данностью нашего существования, всегда гипертрофированно опосредовано теми знаниями, которыми мы о нем обладаем. В 1950-е годы утвердилась новая модель описания как тела человека, так и его мышления — машина. И эта модель оказалась рабочей: современные биомедицинские технологии, такие как бионика, протезирование, трехмерная печать искусственных органов, трансплантация и ксенотрансплантация, оправдывают интерпретацию тела как модулярной системы, которая состоит из заменяемых частей. Медиатеоретик Марк Хансен отметил, что в XX веке представители феноменологической традиции прибегали к техническим метафорам в разговоре о человеческом сознании. В феноменологии основной структурой, через которую тело существует в мире, является время. При описании этой структуры философы анализировали развертывание звука во времени при помощи технического новшества — звукозаписи. Оказалось, что граница между технологическим и биологическим достаточно условна, и этот факт бросает серьезный вызов и философии, и медиаисследованиям. Представления о человеке как о системе с более или менее предсказуемым поведением, которое можно моделировать, получили применение в алгоритмах соцсетей и маркетплейсов. Они отслеживают поведение человека, историю его поисковых запросов и на этом основании делают предсказания, которые оказываются на удивление точными. Возможность такого технического чуда заложена именно в том, что человек сам воспринимается как некая вычислительная машина, направлять которую может другая машина, уже рукотворная. Несмотря на эффективность механистической модели человека, искусственный интеллект пока не проявил себя в предсказывании человеческой деятельности, выходящей за рамки повседневного автоматизма (проматывания лент соцсетей и совершения покупок), а именно творческой. На сегодняшний день уже невозможно мыслить человека как некую абстрагированную систему: на смену этой метафоре пришел образ рассеянной сети, которая состоит из очень разных элементов и процессов. И это самый настоящий кошмар для философии. Мы постепенно утрачиваем очертания человекоподобного субъекта. Для медиаисследований оказывается релевантным разговор о постчеловеке или не-человеке, то есть о неких новых формах существования, которые не укладываются в общепринятые критерии человечности. И речь идет не о научно-фантастических сценариях, а о наблюдаемых уже сейчас явлениях. Например, в биомедицине человек рассматривается как система, где органы являются заменимыми запчастями, которые можно брать у доноров или печатать на 3D-принтерах. Взгляд на человека как на некий генетический аппарат, который можно редактировать и производить с ним различные манипуляции, или идея о достижении цифрового бессмертия посредством копирования мозга на синтетический кремниевый носитель уже стали значимой частью нашей культурной реальности. Новые возможности имплантации и «продления» тела интригуют и художников, которые используют их совсем не тривиально. Австралиец кипрского происхождения Стеларк с середины 1990-х проводит эксперименты над собственным организмом: позволяет зрителям дистанционно стимулировать его мышцы разрядами тока, строит паукообразный экзоскелет, который приводится в движение жестом кисти, проводит видеотрансляции из своего желудка и вживляет под кожу импланты. Его мечта — третье ухо на предплечье, которое «слышало» бы то же самое, что и художник, через микрофон и отправляло сигнал во Всемирную сеть.",публицистический стиль
32,"Вызовы и проблемы, с которыми сталкивается искусство в контексте цифровых технологий, были высказаны теоретиком культуры Вальтером Беньямином еще в 1936 году в эссе «Произведение искусства в эпоху его технической воспроизводимости». Тогда разговоры о смерти искусства также были связаны с научно-техническим прогрессом — появлением фотографии, которая, как предполагали многие, могла вытеснить изобразительное искусство. Но этого не случилось: фотография не стала конкурентом живописи, а сформировала собственную экологическую нишу. Автор книги «Цифровое искусство» Кристиана Пол проводит важную границу между искусством, в котором цифровые технологии используются как инструмент создания более или менее традиционных произведений, и тем, что обычно обозначают собственно термином «медиаискусство» — «цифровым компьютерным искусством, которое создается, хранится и распространяется с помощью цифровых технологий и в качестве выразительных средств использует исключительно их».",публицистический стиль
33,"Информационные технологии, искусственный интеллект и нейросети развиваются с невероятной скоростью, и, в отличие от других направлений научно-технического прогресса, никакого замедления в обозримом будущем не предвидится. В 60-е годы XX века ученые провели эксперименты по термоядерному синтезу, и все ожидали скорого появления новых источников энергии, однако до сих пор это ни к чему не привело, и физика перестала быть главной наукой будущего. Теперь же все сосредоточились на искусственных интеллектуальных системах в самом широком смысле. Уже можно предположить, как технологии изменят нашу жизнь, и первое, о чем стоит сказать, — это всеобщая прозрачность. У людей почти не останется секретов друг от друга. Практически любое событие сегодня моментально становится достоянием общественности благодаря смартфонам, а дальше открытость информации вполне может привести к тому, что исчезнет стыд в том виде, который мы знаем сегодня. Информационные технологии абсолютно точно будут использовать для дисциплинирования людей. Вся история цивилизации так или иначе — это история контроля за поведением человека. Если вы откроете Ветхий Завет, то увидите массу регулирующих правил.",публицистический стиль
34,"Развитие технологий продолжит эту традицию, что может привести ко всеобщему распространению социальных рейтингов: людей будут дифференцировать по их экономической эффективности. Уже сейчас страховые компании устанавливают контрольную аппаратуру на автомобилях, чтобы отследить, как человек ездит, и осторожным водителям снижают тарифы на автострахование. Этот же принцип работает и в страховании: тому, кто следит за своим здоровьем — не курит, не пьет и ходит в спортзал, — гораздо вероятнее оформят медицинский полис по пониженному тарифу. В этом контексте нельзя не упомянуть Китай, где уже несколько лет тестируют систему социального рейтинга, стремясь сформировать у граждан определенные паттерны поведения и самоцензуру. Но китайские власти делают это из политических соображений. А на Западе тотальный контроль будет внедряться не в политическом контексте, а в экономическом, потому что система страхования и кредиты — основа западной экономики. У меня есть прогноз, что подобные рейтинги в отдаленном будущем даже смогут заменить денежные средства. В России тоже появляются отдельные элементы дисциплинирования. Например, система «Платон», которая предполагает, что люди должны платить за дорогу пропорционально ее использованию. Кто-то ходит пешком и практически не повреждает дорожное полотно, а кто-то ежедневно курсирует на 12-тонном грузовике, и это большая разница. За воду тоже раньше платили все одинаково, а теперь по счетчику, и это никого не удивляет. Так общество уменьшает свои издержки, и в конечном итоге всем это выгодно.",публицистический стиль
35,"Эта тенденция будет только усиливаться, и это вовсе не значит, что функции контроля возьмет на себя исключительно государство. Могут подключиться институты гражданского общества, частный бизнес, некоммерческий сектор или публичные системы с большим влиянием, например социальные сети. Да и частные лица будут владеть большими объемами информации. Телефоны, ноутбуки, умные очки, часы, глазные линзы, чипы или что-то, что еще изобретут, сформируют единую общечеловеческую базу данных. С точки зрения экономической эффективности всеобщий контроль оправдан, но психологически это станет тяжелым испытанием для индивида. Каждый раз придется делать выбор: поехать на машине, на трамвае или пойти пешком, зная, что за тобой следят. Будет ли человек счастлив в таком обществе тотального социального контроля, сейчас сложно сказать.",публицистический стиль
36,"Я не берусь предсказывать самое интересное, а именно политическую эволюцию человечества. Но есть любопытные тенденции, которые следует упомянуть. Так, многие западные политологи, среди них и известный Чарльз Тилли, подсчитали, что в мире за последние 200 лет увеличилось количество демократических стран, но, кажется, в XXI веке эта тенденция замедлилась. Почему? C одной стороны, воцаряется международная безопасность (нет угрозы мировых войн), а с другой — развиваются технические средства контроля за населением. Например, Куба или Северная Корея могут быть экономически слабее своих геополитических соперников, но при этом они не чувствуют военной угрозы для своего режима. Кроме того, эти государства обладают большими техническими и экономическими средствами подавления оппозиции. Печально, что даже те страны, которые еще недавно вписывались в графики роста демократизации, откатываются назад — прежде всего это Турция и Польша. Хотя в той же Латинской Америке, которая всегда была регионом классических диктаторов, наступила совсем другая эпоха, но, скажем, к Венесуэле это не относится. Многое зависит от того, как страны будут использовать информационные технологии. Любая могущественная техника или технология создает опасность злоупотребления, поэтому за ней должен быть демократический контроль, включающий общественные дискуссии, судебные процессы, парламентские обсуждения с вовлечением гражданского общества. Сегодня на Западе активно обсуждают законность использования информации о человеке, которую получают через приложения и социальные сети, Россия тоже пытается принять закон о защите персональных данных. Это важная развилка развития общества, но конечный результат зависит не столько от технологической мощи, сколько от политической системы конкретной страны. А ее предсказывать гораздо сложнее.",публицистический стиль
37,"Деление на утопии и антиутопии — это чисто литературное явление. Оно связано с тем, что в художественном тексте можно однозначно закодировать эмоции. В жизни так не бывает. Интересно, что, если сегодня обратиться к старым утопическим текстам, можно увидеть, что они очень похожи на современные антиутопические. Например, «Город Солнца» похож на «1984», просто авторы по-разному определяли зло, которому надо было что-то противопоставить. Придуманный Джорджем Оруэллом режим решает множество проблем, которые были известны Томмазо Кампанелле, но в XX веке уже потеряли свою актуальность. Утопия Ивана Ефремова «Туманность Андромеды» и вовсе выглядит жутковато, хотя в ней даже нет государства. Зато присутствует жесткая всеобщая дисциплина, построенная на умении согласовать свои желания с общественными потребностями. Напомню, дисциплина — важнейшая часть цивилизации. Поэтому неверно утверждать, что усиление дисциплины связано с развитием авторитарного режима. Тоталитаризм усиливает дисциплину только там, где речь идет о политической и идеологической лояльности. Например, в СССР пристально следили за «правильными» ценностями, но не уделяли должного внимания процветающей уличной преступности: у государства не было мотивации с ней бороться.",публицистический стиль
38,"Уже сегодня мы видим, что искусственный интеллект способен освободить человека от механического и умственного труда. По дорогам ездят машины без водителей, а вместо военных в бою используют беспилотные аппараты. Пока еще нельзя однозначно заявить о том, что это хорошо. Но благодаря технологиям людские потери в международных конфликтах сократились в разы. Война становится более высокоточной, более безопасной — и это точно лучше, чем ковровая бомбардировка. Война в принципе негуманна, но из двух зол приходится выбирать меньшее. Искусственный интеллект уже сейчас пытаются внедрить и в государственное делопроизводство, электронный документооборот — везде, где есть шаблон. Но, возможно, в будущем появится и нейросеть — президент компании, нейросеть-министр. При этом министр-человек, разумеется, все еще будет необходим: он возьмет на себя политическую ответственность и должен будет утверждать решения нейросети. С развитием искусственного интеллекта люди неизбежно столкнутся с проблемой самореализации. Во-первых, не надо будет выполнять рутинную работу, а значит, придется проявлять себя более творчески. А во-вторых, исчезнут почетные должности и профессии в нынешнем значении слова. Все будут понимать, что 90% работы крупного управленца, государственного деятеля, режиссера или писателя выполняют автоматизированные системы. Следовательно, каким-то образом изменится и общественная оценка таких позиций. ",публицистический стиль
39,"Развитие биотехнологий и генетики — важнейший тренд современности. Медицина уже позволила нам перешагнуть через естественный отбор: мы спасаем недоношенных младенцев, тяжелобольных людей. Но вредные мутации по-прежнему накапливаются и приводят к заболеваниям, и есть два варианта решения этой проблемы: вернуть естественный отбор в каком-то виде, о чем рассуждали утописты, воспринявшие идеи евгеники — учения о селекции человека; начать рукотворно вмешиваться в геном, исправлять мутации и улучшать человека. Биотехнологии сегодня получают много внимания, и это напоминает отношение, которое было в 1960-е к физике: кажется, что мы уже столько всего знаем и умеем, что вот-вот научимся управлять человеческой телесностью и генетикой. Но я не уверен, что действительно сможем. Если фантазировать, то в будущем люди будут здоровее, умнее, красивее. А дальше им начнут изменять тела для определенных целей, например для полета в космос, где важна устойчивость к радиации. Или будут совершенствовать людей для жизни на Марсе или на дне океана. Фантасты уже описали людей-амфибий и людей-космолетчиков. Возможно, появятся панки, которые захотят поэкспериментировать с телом. В одном из романов я читал про любителей менять свои ноги на колеса с помощью хирургического вмешательства. Более реальная перспектива — масштабный биологизированный контроль индивида. К этому человечество подтолкнула, в частности, пандемия. Сейчас все сдают анализы, предоставляют генетическую информацию, получают QR-коды. И чем сложнее будут технологии, тем больше данных получится собрать. Кроме того, биологические процессы на микроуровне столь сложны, что их уже нельзя понять без помощи суперкомпьютеров. Еще сто лет назад гениальный ученый не сумел бы описать биохимию клетки, а современный компьютер может эти клетки моделировать. То же касается развития фармацевтики. Например, есть курсы управления гневом, но представьте, что совсем скоро скорректировать свою агрессию можно будет просто с помощью курса таблеток.",публицистический стиль
40,"Метавселенная — постоянно действующее виртуальное пространство, где люди взаимодействуют друг с другом и с цифровыми объектами через технологии виртуальной реальности, — открывает перед нами большие перспективы. В частности, здесь мы говорим о компьютерных играх, дистанционном обучении и имитации офлайн-встреч. По сути нам предлагают вообще не выходить из дома. Но я бы соотнес это с еще одной тенденцией, а именно появлением альтернативных юрисдикций. Сейчас многие активисты думают о том, чтобы создавать альтернативные государства, правительства некоторых стран организуют экономически свободные зоны со своими законами, судами, налогами, чтобы привлечь инвесторов, — например, международный финансовый центр «Астана» в столице Казахстана, где действует английское право. А теперь представьте, что такое альтернативное государство с особой юрисдикцией появится в виртуальном пространстве. Это особенно важно, потому что человечество так или иначе идет по пути объединения и развития международных наднациональных институтов, яркий пример — Европейский Союз. Можно предположить, что через 200 лет наступит и очередь единого мирового государства. С одной стороны, это хорошо, поскольку не будет войн. С другой стороны, это приведет к тотальной унификации, и народы рискуют потерять свои традиции, культуру, язык, в конце концов. Хотя система синхронного автоматизированного перевода, возможно, остановит этот процесс. Ведь если у всех будет приличный Google-переводчик, никому не надо будет учить английский. Но в любом случае потребуются политико-правовые решения, которые даже в условиях мирового государства давали бы возможность разнообразия. И одно из таких решений — создание экстерриториального пространства с особой юрисдикцией. Это могут быть вселенные, которые технически будут организованы как видеоигра, но с эффектом физического присутствия. Там мы и будем жить: ходить на работу, заниматься бизнесом и общаться с друзьями.",публицистический стиль
